# Lecture du graphe construit par run.py — runs/20260926-040544
# plage 2026-09-25 18:01 -> 20:11, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260926-040544
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29839328  18:08:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1081                 -             0.002         432873472
29839328  18:08:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1081                 -             0.002         442961920
29839328  18:08:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416411648
29839329  18:09:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1082                 -             0.002         439013376
29839329  18:09:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1081                 -             0.003         432861184
29839329  18:09:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         442961920
29839329  18:09:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416411648
29839330  18:10:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1082                 -             0.003         439017472
29839330  18:10:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1082                 -             0.003         432861184
29839330  18:10:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         442974208
29839330  18:10:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416411648
29839331  18:11:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1081                 -             0.002         439017472
29839331  18:11:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1082                 -             0.002         432861184
29839331  18:11:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         442974208
29839331  18:11:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416411648
29839332  18:12:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1082                 -             0.002         439017472
29839332  18:12:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1082                 -             0.002         432865280
29839332  18:12:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         442974208
29839332  18:12:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416411648
29839333  18:13:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1081                 -             0.002         439017472
29839333  18:13:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1084                 -             0.003         432865280
29839333  18:13:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         442974208
29839333  18:13:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416411648
29839334  18:14:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1082                 -             0.002         439017472
29839334  18:14:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1082                 -             0.002         432906240
29839334  18:14:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1083                 -             0.002         442974208
29839334  18:14:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416546816
29839335  18:15:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1082                 -             0.002         439017472
29839335  18:15:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1083                 -             0.003         432885760
29839335  18:15:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         442994688
29839335  18:15:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416411648
29839336  18:16:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1082                 -             0.002         439025664
29839336  18:16:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1082                 -             0.001         432885760
29839336  18:16:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.001         442994688
29839336  18:16:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416432128
29839337  18:17:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1085                 -             0.002         439025664
29839337  18:17:00             ts-delivery-service-79c46f4f45-r5pwb                  1081              1082                 -             0.002         432885760
29839337  18:17:00             ts-delivery-service-79c46f4f45-tvmfl                  1081              1082                 -             0.003         442994688
29839337  18:17:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416432128
29839338  18:18:00             ts-delivery-service-79c46f4f45-bmgvs                  1081              1083                 -             0.002         439025664
