# Lecture du graphe construit par run.py — runs/20260913-075006
# plage 2026-09-13 03:37 -> 05:47, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260913-075006
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29821196  03:56:00             ts-delivery-service-79c46f4f45-r5pwb               705.897           706.774                 -             0.003         419438592
29821196  03:56:00             ts-delivery-service-79c46f4f45-tvmfl               705.570           706.504                 -             0.003         424329216
29821196  03:56:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416665600
29821197  03:57:00             ts-delivery-service-79c46f4f45-bmgvs               705.508           706.433                 -             0.003         436633600
29821197  03:57:00             ts-delivery-service-79c46f4f45-r5pwb               705.981           707.045                 -             0.003         419438592
29821197  03:57:00             ts-delivery-service-79c46f4f45-tvmfl               705.480           706.322                 -             0.003         424361984
29821197  03:57:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416665600
29821198  03:58:00             ts-delivery-service-79c46f4f45-bmgvs               705.480           706.654                 -             0.003         436633600
29821198  03:58:00             ts-delivery-service-79c46f4f45-r5pwb               706.089           707.100                 -             0.003         419631104
29821198  03:58:00             ts-delivery-service-79c46f4f45-tvmfl               705.477           706.527                 -             0.002         424361984
29821198  03:58:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416665600
29821199  03:59:00             ts-delivery-service-79c46f4f45-bmgvs               705.390           706.275                 -             0.003         436641792
29821199  03:59:00             ts-delivery-service-79c46f4f45-r5pwb               705.573           707.159                 -             0.003         419454976
29821199  03:59:00             ts-delivery-service-79c46f4f45-tvmfl               705.306           706.678                 -             0.003         424366080
29821199  03:59:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416665600
29821200  04:00:00             ts-delivery-service-79c46f4f45-bmgvs               705.576           707.320                 -             0.004         436666368
29821200  04:00:00             ts-delivery-service-79c46f4f45-r5pwb               705.529           707.476                 -             0.003         419454976
29821200  04:00:00             ts-delivery-service-79c46f4f45-tvmfl               705.612           706.971                 -             0.003         424366080
29821200  04:00:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416665600
29821201  04:01:00             ts-delivery-service-79c46f4f45-bmgvs               705.958           707.437                 -             0.003         436707328
29821201  04:01:00             ts-delivery-service-79c46f4f45-r5pwb               705.953           707.246                 -             0.004         419454976
29821201  04:01:00             ts-delivery-service-79c46f4f45-tvmfl               705.843           707.108                 -             0.002         424366080
29821201  04:01:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416665600
29821202  04:02:00             ts-delivery-service-79c46f4f45-bmgvs               705.742           707.112                 -             0.003         436707328
29821202  04:02:00             ts-delivery-service-79c46f4f45-r5pwb               705.756           707.600                 -             0.003         419532800
29821202  04:02:00             ts-delivery-service-79c46f4f45-tvmfl               705.619           706.803                 -             0.004         424435712
29821202  04:02:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416665600
29821203  04:03:00             ts-delivery-service-79c46f4f45-bmgvs               705.533           706.999                 -             0.003         436707328
29821203  04:03:00             ts-delivery-service-79c46f4f45-r5pwb               705.779           707.695                 -             0.002         419536896
29821203  04:03:00             ts-delivery-service-79c46f4f45-tvmfl               705.545           706.440                 -             0.003         424337408
29821203  04:03:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416673792
29821204  04:04:00             ts-delivery-service-79c46f4f45-bmgvs               705.442           706.235                 -             0.003         436707328
29821204  04:04:00             ts-delivery-service-79c46f4f45-r5pwb               706.027           707.281                 -             0.003         419536896
29821204  04:04:00             ts-delivery-service-79c46f4f45-tvmfl               705.540           706.298                 -             0.003         424370176
29821204  04:04:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416673792
29821205  04:05:00             ts-delivery-service-79c46f4f45-bmgvs               705.773           707.157                 -             0.003         436707328
29821205  04:05:00             ts-delivery-service-79c46f4f45-r5pwb               706.015           707.351                 -             0.003         419471360
29821205  04:05:00             ts-delivery-service-79c46f4f45-tvmfl               705.727           707.102                 -             0.003         424374272
29821205  04:05:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416677888
29821206  04:06:00             ts-delivery-service-79c46f4f45-bmgvs               706.027           706.846                 -             0.002         436707328
29821206  04:06:00             ts-delivery-service-79c46f4f45-r5pwb               706.084           707.064                 -             0.003         419737600
29821206  04:06:00             ts-delivery-service-79c46f4f45-tvmfl               705.663           706.699                 -             0.003         424382464
29821206  04:06:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416112640
29821207  04:07:00             ts-delivery-service-79c46f4f45-bmgvs               705.946           707.038                 -             0.003         436707328
