# Lecture du graphe construit par run.py — runs/20260926-034025
# plage 2026-09-25 11:13 -> 13:23, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260926-034025
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29838944  11:44:00             ts-delivery-service-79c46f4f45-tvmfl               705.963           706.720                 -             0.004         440721408
29838944  11:44:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         410062848
29838945  11:45:00             ts-delivery-service-79c46f4f45-bmgvs               705.844           706.816                 -             0.003         438890496
29838945  11:45:00             ts-delivery-service-79c46f4f45-r5pwb               705.841           706.726                 -             0.003         433938432
29838945  11:45:00             ts-delivery-service-79c46f4f45-tvmfl               705.950           706.848                 -             0.004         440754176
29838945  11:45:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         409935872
29838946  11:46:00             ts-delivery-service-79c46f4f45-bmgvs               706.050           707.074                 -             0.003         438890496
29838946  11:46:00             ts-delivery-service-79c46f4f45-r5pwb               705.912           706.527                 -             0.003         433946624
29838946  11:46:00             ts-delivery-service-79c46f4f45-tvmfl               705.912           706.870                 -             0.003         440754176
29838946  11:46:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         410030080
29838947  11:47:00             ts-delivery-service-79c46f4f45-bmgvs               705.743           706.746                 -             0.003         439169024
29838947  11:47:00             ts-delivery-service-79c46f4f45-r5pwb               705.826           706.819                 -             0.004         433946624
29838947  11:47:00             ts-delivery-service-79c46f4f45-tvmfl               705.974           706.757                 -             0.003         440721408
29838947  11:47:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         410030080
29838948  11:48:00             ts-delivery-service-79c46f4f45-bmgvs               705.798           706.801                 -             0.003         438910976
29838948  11:48:00             ts-delivery-service-79c46f4f45-r5pwb               705.782           706.942                 -             0.003         433946624
29838948  11:48:00             ts-delivery-service-79c46f4f45-tvmfl               705.947           707.042                 -             0.003         440737792
29838948  11:48:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         409997312
29838949  11:49:00             ts-delivery-service-79c46f4f45-bmgvs               706.249           708.442                 -             0.004         438910976
29838949  11:49:00             ts-delivery-service-79c46f4f45-r5pwb               706.133           707.422                 -             0.004         433971200
29838949  11:49:00             ts-delivery-service-79c46f4f45-tvmfl               705.906           706.930                 -             0.003         440737792
29838949  11:49:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         410030080
29838950  11:50:00             ts-delivery-service-79c46f4f45-bmgvs               705.904           707.677                 -             0.003         438935552
29838950  11:50:00             ts-delivery-service-79c46f4f45-r5pwb               705.974           707.377                 -             0.003         433971200
29838950  11:50:00             ts-delivery-service-79c46f4f45-tvmfl               706.103           707.459                 -             0.004         440762368
29838950  11:50:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         410066944
29838951  11:51:00             ts-delivery-service-79c46f4f45-bmgvs               705.728           706.994                 -             0.002         438935552
29838951  11:51:00             ts-delivery-service-79c46f4f45-r5pwb               705.701           706.664                 -             0.004         433983488
29838951  11:51:00             ts-delivery-service-79c46f4f45-tvmfl               705.839           706.905                 -             0.003         440840192
29838951  11:51:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         409931776
29838952  11:52:00             ts-delivery-service-79c46f4f45-bmgvs               705.760           707.065                 -             0.003         439193600
29838952  11:52:00             ts-delivery-service-79c46f4f45-r5pwb               705.588           706.659                 -             0.003         434147328
29838952  11:52:00             ts-delivery-service-79c46f4f45-tvmfl               705.941           707.086                 -             0.002         440754176
29838952  11:52:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         410025984
29838953  11:53:00             ts-delivery-service-79c46f4f45-bmgvs               705.776           706.842                 -             0.003         438935552
29838953  11:53:00             ts-delivery-service-79c46f4f45-r5pwb               705.733           706.965                 -             0.003         434114560
29838953  11:53:00             ts-delivery-service-79c46f4f45-tvmfl               705.925           707.248                 -             0.003         440823808
29838953  11:53:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         410091520
29838954  11:54:00             ts-delivery-service-79c46f4f45-bmgvs               706.115           846.498                 -             0.003         438947840
29838954  11:54:00             ts-delivery-service-79c46f4f45-r5pwb               706.167           846.537                 -             0.003         433827840
29838954  11:54:00             ts-delivery-service-79c46f4f45-tvmfl               706.073           846.562                 -             0.003         440852480
