# Lecture du graphe construit par run.py — runs/20260926-034850
# plage 2026-09-25 13:29 -> 15:39, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260926-034850
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29839075  13:55:00             ts-delivery-service-79c46f4f45-bmgvs               706.049           846.544                 -             0.003         438591488
29839075  13:55:00             ts-delivery-service-79c46f4f45-r5pwb               705.993           846.166                 -             0.003         434704384
29839075  13:55:00             ts-delivery-service-79c46f4f45-tvmfl               705.861           846.341                 -             0.003         445030400
29839075  13:55:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         410177536
29839076  13:56:00             ts-delivery-service-79c46f4f45-bmgvs               706.335           846.861                 -             0.003         438591488
29839076  13:56:00             ts-delivery-service-79c46f4f45-r5pwb               706.319           847.392                 -             0.003         434708480
29839076  13:56:00             ts-delivery-service-79c46f4f45-tvmfl               706.035           846.172                 -             0.003         445026304
29839076  13:56:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.018         418340864
29839077  13:57:00             ts-delivery-service-79c46f4f45-bmgvs               706.313           847.225                 -             0.002         438591488
29839077  13:57:00             ts-delivery-service-79c46f4f45-r5pwb               706.466           847.404                 -             0.004         433676288
29839077  13:57:00             ts-delivery-service-79c46f4f45-tvmfl               705.890           846.479                 -             0.004         445030400
29839077  13:57:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416346112
29839078  13:58:00             ts-delivery-service-79c46f4f45-bmgvs               706.382           846.424                 -             0.002         438857728
29839078  13:58:00             ts-delivery-service-79c46f4f45-r5pwb               706.274           846.548                 -             0.003         433676288
29839078  13:58:00             ts-delivery-service-79c46f4f45-tvmfl               706.469           846.622                 -             0.002         445075456
29839078  13:58:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416346112
29839079  13:59:00             ts-delivery-service-79c46f4f45-bmgvs               706.260           846.688                 -             0.003         438603776
29839079  13:59:00             ts-delivery-service-79c46f4f45-r5pwb               706.167           846.609                 -             0.003         433680384
29839079  13:59:00             ts-delivery-service-79c46f4f45-tvmfl               705.999           846.826                 -             0.003         445296640
